WeaponNumber,Stage,WeaponName,HP,Iron,Coal,Price,NextWeaponNumber,WeaponImage
790,1,Level 79-10 Greatsword,10850794,4882857,976571,29297136,791,Greatsword
791,1,Level 80-1 Dagger,3743524,1559801,311960,9358803,792,Dagger
792,1,Level 80-2 Shortsword,4991365,2183722,436744,13102326,793,Shortsword
793,1,Level 80-3 Scimitar,5615286,2495682,748704,18717606,794,Scimitar
794,1,Level 80-4 Mace,6239206,4055484,311960,16845852,795,Mace
795,1,Level 80-5 Sword,6239206,3119603,623920,18717609,796,Sword
796,1,Level 80-6 Battleaxe,7487048,4367444,499136,20589372,797,Battleaxe
797,1,Level 80-7 Longsword,8110968,3743524,748704,22461132,798,Longsword
798,1,Level 80-8 Rapier,5615286,2807643,935881,22461144,799,Rapier
799,1,Level 80-9 Warhammer,9982731,5615286,374352,22461138,800,Warhammer
800,1,Level 80-10 Greatsword,12478413,5615286,1123057,33691713,801,Greatsword
801,1,Level 81-1 Dagger,4305052,1793771,358754,10762623,802,Dagger
802,1,Level 81-2 Shortsword,5740070,2511280,502256,15067680,803,Shortsword
803,1,Level 81-3 Scimitar,6457579,2870035,861010,21525255,804,Scimitar
804,1,Level 81-4 Mace,7175087,4663807,358754,19372731,805,Mace
805,1,Level 81-5 Sword,7175087,3587543,717508,21525249,806,Sword
806,1,Level 81-6 Battleaxe,8610105,5022561,574007,23677788,807,Battleaxe
807,1,Level 81-7 Longsword,9327614,4305052,861010,25830306,808,Longsword
808,1,Level 81-8 Rapier,6457579,3228789,1076263,25830312,809,Rapier
809,1,Level 81-9 Warhammer,11480140,6457579,430505,25830312,810,Warhammer
810,1,Level 81-10 Greatsword,14350175,6457579,1291515,38745462,811,Greatsword
811,1,Level 82-1 Dagger,4950810,2062837,412567,12377016,812,Dagger
812,1,Level 82-2 Shortsword,6601080,2887972,577594,17327826,813,Shortsword
813,1,Level 82-3 Scimitar,7426216,3300540,990162,24754050,814,Scimitar
814,1,Level 82-4 Mace,8251351,5363378,412567,22278639,815,Mace
815,1,Level 82-5 Sword,8251351,4125675,825135,24754050,816,Sword
816,1,Level 82-6 Battleaxe,9901621,5775945,660108,27229455,817,Battleaxe
817,1,Level 82-7 Longsword,10726756,4950810,990162,29704860,818,Longsword
818,1,Level 82-8 Rapier,7426216,3713108,1237702,29704854,819,Rapier
819,1,Level 82-9 Warhammer,13202161,7426216,495081,29704863,820,Warhammer
820,1,Level 82-10 Greatsword,16502702,7426216,1485243,44557293,821,Greatsword
821,1,Level 83-1 Dagger,5693432,2372263,474452,14233569,822,Dagger
822,1,Level 83-2 Shortsword,7591243,3321168,664233,19926999,823,Shortsword
823,1,Level 83-3 Scimitar,8540148,3795621,1138686,28467153,824,Scimitar
824,1,Level 83-4 Mace,9489053,6167884,474452,25620432,825,Mace
825,1,Level 83-5 Sword,9489053,4744526,948905,28467153,826,Sword
826,1,Level 83-6 Battleaxe,11386864,6642337,759124,31313871,827,Battleaxe
827,1,Level 83-7 Longsword,12335769,5693432,1138686,34160586,828,Longsword
828,1,Level 83-8 Rapier,8540148,4270074,1423358,34160592,829,Rapier
829,1,Level 83-9 Warhammer,15182486,8540148,569343,34160589,830,Warhammer
830,1,Level 83-10 Greatsword,18978107,8540148,1708029,51240879,831,Greatsword
831,1,Level 84-1 Dagger,6547447,2728102,545620,16368606,832,Dagger
832,1,Level 84-2 Shortsword,8729929,3819344,763868,22916052,833,Shortsword
833,1,Level 84-3 Scimitar,9821170,4364964,1309489,32737227,834,Scimitar
834,1,Level 84-4 Mace,10912411,7093067,545620,29463501,835,Mace
835,1,Level 84-5 Sword,10912411,5456205,1091241,32737230,836,Sword
836,1,Level 84-6 Battleaxe,13094894,7638688,872992,36010944,837,Battleaxe
837,1,Level 84-7 Longsword,14186135,6547447,1309489,39284676,838,Longsword
838,1,Level 84-8 Rapier,9821170,4910585,1636861,39284670,839,Rapier
839,1,Level 84-9 Warhammer,17459858,9821170,654744,39284670,840,Warhammer
840,1,Level 84-10 Greatsword,21824823,9821170,1964234,58927020,841,Greatsword
841,1,Level 85-1 Dagger,7529564,3137318,627463,18823899,842,Dagger
842,1,Level 85-2 Shortsword,10039418,4392245,878449,26353470,843,Shortsword
843,1,Level 85-3 Scimitar,11294346,5019709,1505912,37647807,844,Scimitar
844,1,Level 85-4 Mace,12549273,8157027,627463,33883026,845,Mace
845,1,Level 85-5 Sword,12549273,6274636,1254927,37647813,846,Sword
846,1,Level 85-6 Battleaxe,15059128,8784491,1003941,41412588,847,Battleaxe
847,1,Level 85-7 Longsword,16314055,7529564,1505912,45177372,848,Longsword
848,1,Level 85-8 Rapier,11294346,5647173,1882391,45177384,849,Rapier
849,1,Level 85-9 Warhammer,20078837,11294346,752956,45177378,850,Warhammer
850,1,Level 85-10 Greatsword,25098547,11294346,2258869,67766073,851,Greatsword
851,1,Level 86-1 Dagger,8658998,3607916,721583,21647493,852,Dagger
852,1,Level 86-2 Shortsword,11545331,5051082,1010216,30306486,853,Shortsword
853,1,Level 86-3 Scimitar,12988498,5772665,1731799,43294980,854,Scimitar
854,1,Level 86-4 Mace,14431664,9380582,721583,38965491,855,Mace
855,1,Level 86-5 Sword,14431664,7215832,1443166,43294986,856,Sword
856,1,Level 86-6 Battleaxe,17317997,10102165,1154533,47624490,857,Battleaxe
857,1,Level 86-7 Longsword,18761164,8658998,1731799,51953979,858,Longsword
858,1,Level 86-8 Rapier,12988498,6494249,2164749,51953982,859,Rapier
859,1,Level 86-9 Warhammer,23090663,12988498,865899,51953979,860,Warhammer
860,1,Level 86-10 Greatsword,28863329,12988498,2597699,77930979,861,Greatsword
861,1,Level 87-1 Dagger,9957848,4149103,829820,24894609,862,Dagger
862,1,Level 87-2 Shortsword,13277131,5808745,1161749,34852470,863,Shortsword
863,1,Level 87-3 Scimitar,14936772,6638565,1991569,49789230,864,Scimitar
864,1,Level 87-4 Mace,16596414,10787669,829820,44810307,865,Mace
865,1,Level 87-5 Sword,16596414,8298207,1659641,49789236,866,Sword
866,1,Level 87-6 Battleaxe,19915697,11617490,1327713,54768165,867,Battleaxe
867,1,Level 87-7 Longsword,21575338,9957848,1991569,59747079,868,Longsword
868,1,Level 87-8 Rapier,14936772,7468386,2489462,59747088,869,Rapier
869,1,Level 87-9 Warhammer,26554263,14936772,995784,59747076,870,Warhammer
870,1,Level 87-10 Greatsword,33192828,14936772,2987354,89620626,871,Greatsword
871,1,Level 88-1 Dagger,11451525,4771469,954293,28628802,872,Dagger
872,1,Level 88-2 Shortsword,15268701,6680056,1336011,40080333,873,Shortsword
873,1,Level 88-3 Scimitar,17177288,7634350,2290305,57257625,874,Scimitar
874,1,Level 88-4 Mace,19085876,12405819,954293,51531852,875,Mace
875,1,Level 88-5 Sword,19085876,9542938,1908587,57257619,876,Sword
876,1,Level 88-6 Battleaxe,22903051,13360113,1526870,62983389,877,Battleaxe
877,1,Level 88-7 Longsword,24811639,11451525,2290305,68709150,878,Longsword
878,1,Level 88-8 Rapier,17177288,8588644,2862881,68709147,879,Rapier
879,1,Level 88-9 Warhammer,30537402,17177288,1145152,68709144,880,Warhammer
880,1,Level 88-10 Greatsword,38171753,17177288,3435457,103063719,881,Greatsword
881,1,Level 89-1 Dagger,13169254,5487189,1097437,32923122,882,Dagger
882,1,Level 89-2 Shortsword,17559006,7682065,1536413,46092390,883,Shortsword
883,1,Level 89-3 Scimitar,19753882,8779503,2633850,65846259,884,Scimitar
884,1,Level 89-4 Mace,21948758,14266692,1097437,59261631,885,Mace
885,1,Level 89-5 Sword,21948758,10974379,2194875,65846262,886,Sword
886,1,Level 89-6 Battleaxe,26338509,15364130,1755900,72430890,887,Battleaxe
887,1,Level 89-7 Longsword,28533385,13169254,2633850,79015512,888,Longsword
888,1,Level 89-8 Rapier,19753882,9876941,3292313,79015518,889,Rapier
889,1,Level 89-9 Warhammer,35118012,19753882,1316925,79015521,890,Warhammer
890,1,Level 89-10 Greatsword,43897516,19753882,3950776,118523286,891,Greatsword
891,1,Level 90-1 Dagger,15144643,6310267,1262053,37861596,892,Dagger
892,1,Level 90-2 Shortsword,20192857,8834375,1766875,53006250,893,Shortsword
893,1,Level 90-3 Scimitar,22716964,10096428,3028928,75723204,894,Scimitar
894,1,Level 90-4 Mace,25241071,16406696,1262053,68150883,895,Mace
895,1,Level 90-5 Sword,25241071,12620535,2524107,75723210,896,Sword
896,1,Level 90-6 Battleaxe,30289286,17668750,2019285,83295525,897,Battleaxe
897,1,Level 90-7 Longsword,32813393,15144643,3028928,90867849,898,Longsword
898,1,Level 90-8 Rapier,22716964,11358482,3786160,90867846,899,Rapier
899,1,Level 90-9 Warhammer,40385714,22716964,1514464,90867852,900,Warhammer
900,1,Level 90-10 Greatsword,50482143,22716964,4543392,136301772,901,Greatsword
901,1,Level 91-1 Dagger,17416339,7256808,1451361,43540839,902,Dagger
902,1,Level 91-2 Shortsword,23221786,10159531,2031906,60957183,903,Shortsword
903,1,Level 91-3 Scimitar,26124509,11610893,3483267,87081684,904,Scimitar
904,1,Level 91-4 Mace,29027232,18867701,1451361,78373518,905,Mace
905,1,Level 91-5 Sword,29027232,14513616,2902723,87081693,906,Sword
906,1,Level 91-6 Battleaxe,34832679,20319062,2322178,95789856,907,Battleaxe
907,1,Level 91-7 Longsword,37735402,17416339,3483267,104498022,908,Longsword
908,1,Level 91-8 Rapier,26124509,13062254,4354084,104498022,909,Rapier
909,1,Level 91-9 Warhammer,46443572,26124509,1741633,104498022,910,Warhammer
910,1,Level 91-10 Greatsword,58054465,26124509,5224901,156747042,911,Greatsword
911,1,Level 92-1 Dagger,20028790,8345329,1669065,50071962,912,Dagger
912,1,Level 92-2 Shortsword,26705053,11683461,2336692,70100763,913,Shortsword
913,1,Level 92-3 Scimitar,30043185,13352526,4005758,100143948,914,Scimitar
914,1,Level 92-4 Mace,33381317,21697856,1669065,90129543,915,Mace
915,1,Level 92-5 Sword,33381317,16690658,3338131,100143939,916,Sword
916,1,Level 92-6 Battleaxe,40057580,23366922,2670505,110158341,917,Battleaxe
917,1,Level 92-7 Longsword,43395712,20028790,4005758,120172740,918,Longsword
918,1,Level 92-8 Rapier,30043185,15021592,5007197,120172731,919,Rapier
919,1,Level 92-9 Warhammer,53410107,30043185,2002879,120172740,920,Warhammer
920,1,Level 92-10 Greatsword,66762634,30043185,6008637,180259110,921,Greatsword
921,1,Level 93-1 Dagger,23033109,9597128,1919425,57582759,922,Dagger
922,1,Level 93-2 Shortsword,30710812,13435980,2687196,80615880,923,Shortsword
923,1,Level 93-3 Scimitar,34549663,15355406,4606621,115165533,924,Scimitar
924,1,Level 93-4 Mace,38388515,24952534,1919425,103648977,925,Mace
925,1,Level 93-5 Sword,38388515,19194257,3838851,115165536,926,Sword
926,1,Level 93-6 Battleaxe,46066218,26871960,3071081,126682095,927,Battleaxe
927,1,Level 93-7 Longsword,49905069,23033109,4606621,138198642,928,Longsword
928,1,Level 93-8 Rapier,34549663,17274831,5758277,138198648,929,Rapier
929,1,Level 93-9 Warhammer,61421624,34549663,2303310,138198639,930,Warhammer
930,1,Level 93-10 Greatsword,76777030,34549663,6909932,207297969,931,Greatsword
931,1,Level 94-1 Dagger,26488075,11036698,2207339,66220179,932,Dagger
932,1,Level 94-2 Shortsword,35317433,15451377,3090275,92708256,933,Shortsword
933,1,Level 94-3 Scimitar,39732113,17658716,5297615,132440373,934,Scimitar
934,1,Level 94-4 Mace,44146792,28695414,2207339,119196327,935,Mace
935,1,Level 94-5 Sword,44146792,22073396,4414679,132440373,936,Sword
936,1,Level 94-6 Battleaxe,52976150,30902754,3531743,145684407,937,Battleaxe
937,1,Level 94-7 Longsword,57390829,26488075,5297615,158928450,938,Longsword
938,1,Level 94-8 Rapier,39732113,19866056,6622018,158928438,939,Rapier
939,1,Level 94-9 Warhammer,70634867,39732113,2648807,158928444,940,Warhammer
940,1,Level 94-10 Greatsword,88293584,39732113,7946422,238392669,941,Greatsword
941,1,Level 95-1 Dagger,30461286,12692202,2538440,76153206,942,Dagger
942,1,Level 95-2 Shortsword,40615048,17769083,3553816,106614489,943,Shortsword
943,1,Level 95-3 Scimitar,45691929,20307524,6092257,152306427,944,Scimitar
944,1,Level 95-4 Mace,50768811,32999727,2538440,137075781,945,Mace
945,1,Level 95-5 Sword,50768811,25384405,5076881,152306430,946,Sword
946,1,Level 95-6 Battleaxe,60922573,35538167,4061504,167537061,947,Battleaxe
947,1,Level 95-7 Longsword,65999454,30461286,6092257,182767713,948,Longsword
948,1,Level 95-8 Rapier,45691929,22845964,7615321,182767707,949,Rapier
949,1,Level 95-9 Warhammer,81230097,45691929,3046128,182767707,950,Warhammer
950,1,Level 95-10 Greatsword,101537622,45691929,9138385,274151562,951,Greatsword
951,1,Level 96-1 Dagger,35030479,14596033,2919206,87576189,952,Dagger
952,1,Level 96-2 Shortsword,46707306,20434446,4086889,122606673,953,Shortsword
953,1,Level 96-3 Scimitar,52545719,23353653,7006095,175152384,954,Scimitar
954,1,Level 96-4 Mace,58384132,37949686,2919206,157637148,955,Mace
955,1,Level 96-5 Sword,58384132,29192066,5838413,175152393,956,Sword
956,1,Level 96-6 Battleaxe,70060959,40868892,4670730,192667626,957,Battleaxe
957,1,Level 96-7 Longsword,75899372,35030479,7006095,210182862,958,Longsword
958,1,Level 96-8 Rapier,52545719,26272859,8757619,210182862,959,Rapier
959,1,Level 96-9 Warhammer,93414612,52545719,3503047,210182862,960,Warhammer
960,1,Level 96-10 Greatsword,116768265,52545719,10509143,315274302,961,Greatsword
961,1,Level 97-1 Dagger,40285051,16785438,3357087,100712619,962,Dagger
962,1,Level 97-2 Shortsword,53713402,23499613,4699922,140997669,963,Shortsword
963,1,Level 97-3 Scimitar,60427577,26856701,8057010,201425253,964,Scimitar
964,1,Level 97-4 Mace,67141752,43642139,3357087,181282722,965,Mace
965,1,Level 97-5 Sword,67141752,33570876,6714175,201425253,966,Sword
966,1,Level 97-6 Battleaxe,80570103,46999226,5371340,221567778,967,Battleaxe
967,1,Level 97-7 Longsword,87284278,40285051,8057010,241710303,968,Longsword
968,1,Level 97-8 Rapier,60427577,30213788,10071262,241710294,969,Rapier
969,1,Level 97-9 Warhammer,107426804,60427577,4028505,241710306,970,Warhammer
970,1,Level 97-10 Greatsword,134283505,60427577,12085515,362565456,971,Greatsword
971,1,Level 98-1 Dagger,46327809,19303253,3860650,115819509,972,Dagger
972,1,Level 98-2 Shortsword,61770412,27024555,5404911,162147330,973,Shortsword
973,1,Level 98-3 Scimitar,69491714,30885206,9265561,231639033,974,Scimitar
974,1,Level 98-4 Mace,77213015,50188460,3860650,208475130,975,Mace
975,1,Level 98-5 Sword,77213015,38606507,7721301,231639036,976,Sword
976,1,Level 98-6 Battleaxe,92655618,54049110,6177041,254802945,977,Battleaxe
977,1,Level 98-7 Longsword,100376920,46327809,9265561,277966842,978,Longsword
978,1,Level 98-8 Rapier,69491714,34745857,11581952,277966851,979,Rapier
979,1,Level 98-9 Warhammer,123540824,69491714,4632780,277966842,980,Warhammer
980,1,Level 98-10 Greatsword,154426031,69491714,13898342,416950272,981,Greatsword
981,1,Level 99-1 Dagger,53276980,22198741,4439748,133192443,982,Dagger
982,1,Level 99-2 Shortsword,71035974,31078238,6215647,186469419,983,Shortsword
983,1,Level 99-3 Scimitar,79915471,35517987,10655396,266384901,984,Scimitar
984,1,Level 99-4 Mace,88794967,57716729,4439748,239746407,985,Mace
985,1,Level 99-5 Sword,88794967,44397483,8879496,266384889,986,Sword
986,1,Level 99-6 Battleaxe,106553961,62156477,7103597,293023386,987,Battleaxe
987,1,Level 99-7 Longsword,115433458,53276980,10655396,319661880,988,Longsword
988,1,Level 99-8 Rapier,79915471,39957735,13319245,319661880,989,Rapier
989,1,Level 99-9 Warhammer,142071948,79915471,5327698,319661883,990,Warhammer
990,1,Level 99-10 Greatsword,177589935,79915471,15983094,479492823,991,Greatsword
991,1,Level 100-1 Dagger,61268527,25528553,5105710,153171309,992,Dagger
992,1,Level 100-2 Shortsword,81691370,35739974,7147994,214439832,993,Shortsword
993,1,Level 100-3 Scimitar,91902791,40845685,12253705,306342630,994,Scimitar
994,1,Level 100-4 Mace,102114213,66374238,5105710,275708364,995,Mace
995,1,Level 100-5 Sword,102114213,51057106,10211421,306342633,996,Sword
996,1,Level 100-6 Battleaxe,122537055,71479949,8169137,336976902,997,Battleaxe
997,1,Level 100-7 Longsword,132748477,61268527,12253705,367611156,998,Longsword
998,1,Level 100-8 Rapier,91902791,45951395,15317131,367611150,999,Rapier
999,1,Level 100-9 Warhammer,163382740,91902791,6126852,367611153,1000,Warhammer
1000,1,Level 100-10 Greatsword,204228426,91902791,18380558,551416743,,Greatsword
